parent,child,kind,similarity,weighted,retention,gained,lost,branch_len
node_17,9606.Q8NGI1,extant,0.5625,0.35996276544345873,0.8181818181818182,5,2,0.238777
node_17,9606.Q8NGI3,extant,0.5454545454545454,0.5529401494932614,0.5454545454545454,0,5,0.295212
node_18,9606.Q8NGY5,extant,0.1590909090909091,0.6673214946482571,0.1590909090909091,0,37,0.327675
node_18,9606.Q8NGY6,extant,0.045454545454545456,0.28606726696858337,0.045454545454545456,0,42,0.457846
node_19,node_28,ancestor,0.5,0.45441673362549273,0.5,0,1,0.11846
node_19,9606.Q8NGY2,extant,0.6666666666666666,0.6144695128759058,1.0,1,0,0.407982
node_20,node_29,ancestor,0.5769230769230769,0.708140693375723,0.75,6,5,0.119578
node_20,node_30,ancestor,0.5555555555555556,0.8039498005565406,0.75,7,5,0.125291
node_21,node_31,ancestor,0.4666666666666667,0.5675050104552464,1.0,8,0,0.130029
node_21,node_32,ancestor,0.5,0.7007016344585768,0.7142857142857143,3,2,0.162384
node_22,node_33,ancestor,0.13333333333333333,0.6881484500127056,0.13333333333333333,0,13,0.189194
node_22,node_34,ancestor,0.7647058823529411,0.9184412170284707,0.8666666666666667,2,2,0.0408533
node_23,node_35,ancestor,0.47058823529411764,0.7209615358068937,0.8888888888888888,16,2,0.150581
node_23,node_36,ancestor,0.6190476190476191,0.8290272400255037,0.7222222222222222,3,5,0.134628
node_24,node_37,ancestor,0.23809523809523808,0.4616276179373971,0.75,43,5,0.468016
node_24,node_38,ancestor,0.3125,0.5628943596884608,0.75,28,5,0.534196
node_25,node_39,ancestor,0.16129032258064516,0.565365655432025,0.21739130434782608,8,18,0.402509
node_25,9606.Q6IF63,extant,0.3829787234042553,0.4943741235638664,0.782608695652174,24,5,1.00849
node_26,9606.Q8NGK6,extant,0.3,0.43891171327726103,0.3,0,14,0.0545256
node_26,9606.Q8NH67,extant,0.05,0.34488107964140996,0.05,0,19,2.2867e-06
node_27,9606.P0C7T3,extant,0.28695652173913044,0.5825684021268072,0.9705882352941176,81,1,0.148961
node_27,9606.Q8NGH8,extant,0.8055555555555556,0.8665919542136666,0.8529411764705882,2,5,0.0438091
node_28,9606.Q8NGW6,extant,1.0,0.21700286765828336,1.0,0,0,0.405978
node_28,9606.Q8NGY3,extant,1.0,0.2718196849703735,1.0,0,0,0.330675
node_29,node_40,ancestor,0.4782608695652174,0.760121200928816,0.5238095238095238,2,10,0.233004
node_29,9606.Q8NGQ2,extant,0.09523809523809523,0.20102888611565778,0.09523809523809523,0,19,0.885614
node_30,9606.Q8NGZ6,extant,0.28125,0.42626212463424984,0.4090909090909091,10,13,0.703321
node_30,node_41,ancestor,0.5416666666666666,0.7512813744680965,0.5909090909090909,2,9,0.0596459
node_31,node_42,ancestor,0.4166666666666667,0.7290097616903175,1.0,21,0,0.0809444
node_31,9606.Q8NGX0,extant,0.2777777777777778,0.6828350076877813,0.3333333333333333,3,10,0.744813
node_32,node_43,ancestor,0.25,0.4643727139933601,0.25,0,6,0.05633
node_32,node_44,ancestor,0.625,0.7367462122584072,0.625,0,3,0.065209
node_33,node_45,ancestor,0.07692307692307693,0.5484448196475423,1.0,24,0,0.163825
node_33,node_46,ancestor,1.0,0.4992046362227936,1.0,0,0,0.190022
node_34,node_47,ancestor,0.06666666666666667,0.30068628685366083,0.06666666666666667,0,14,0.534201
node_34,9606.Q8NGK5,extant,0.0,0.3827025049334501,0.0,0,15,0.692916
node_35,node_48,ancestor,0.5714285714285714,0.7786476976145486,0.625,3,12,0.133518
node_35,9606.Q9H346,extant,0.1092436974789916,0.29513077899814993,0.8125,206,6,0.490227
node_36,node_49,ancestor,0.15789473684210525,0.6744840806477467,0.1875,3,13,0.20746
node_36,9606.Q8NH60,extant,0.45161290322580644,0.6074388603451919,0.875,15,2,0.500021
node_37,9606.Q8NGI2,extant,0.5333333333333333,0.8034353384204965,0.6896551724137931,17,18,0.195956
node_37,node_50,ancestor,0.6666666666666666,0.8201325004583055,0.7241379310344828,5,16,0.0849957
node_38,node_51,ancestor,0.6666666666666666,0.74163750610041,0.6976744186046512,2,13,0.0672051
node_38,9606.Q9H2C5,extant,0.5964912280701754,0.6893823974613057,0.7906976744186046,14,9,0.148996
node_39,9606.Q8NGH7,extant,0.07692307692307693,0.32787931012695637,0.07692307692307693,0,12,0.0300513
node_39,9606.Q8NGH6,extant,0.07692307692307693,0.285324989074616,0.07692307692307693,0,12,0.0909671
node_40,node_52,ancestor,0.6153846153846154,0.842217099511142,0.6153846153846154,0,5,0.0572837
node_40,node_53,ancestor,0.625,0.8089133813531013,0.7692307692307693,3,3,0.121735
node_41,node_54,ancestor,0.631578947368421,0.8368505029584322,0.8,4,3,0.0636564
node_41,9606.Q8NH79,extant,0.24489795918367346,0.3595846830305711,0.8,34,3,0.848279
node_42,node_55,ancestor,0.3888888888888889,0.49502557517945744,0.9722222222222222,54,1,0.416071
node_42,9606.Q9GZK7,extant,0.1388888888888889,0.48621106570886224,0.1388888888888889,0,31,0.992299
node_43,node_56,ancestor,1.0,0.904392126872519,1.0,0,0,0.0229142
node_43,node_57,ancestor,1.0,0.8649973450972214,1.0,0,0,0.0346441
node_44,node_58,ancestor,0.4444444444444444,0.6862887242906422,0.8,4,1,0.145015
node_44,node_59,ancestor,0.18518518518518517,0.3386147586086851,1.0,22,0,0.2454
node_45,9606.Q9H255,extant,0.3611111111111111,0.5935392628993854,1.0,46,0,0.471383
node_45,node_60,ancestor,0.5161290322580645,0.7994673520047417,0.6153846153846154,5,10,0.110159
node_46,node_61,ancestor,1.0,0.8456004720876406,1.0,0,0,0.0211014
node_46,node_62,ancestor,1.0,0.7488219313418155,1.0,0,0,0.0532442
node_47,9606.Q8NGK3,extant,1.0,0.4406090645986995,1.0,0,0,0.0591219
node_47,9606.Q8NGK4,extant,1.0,0.6600957957760362,1.0,0,0,0.0700547
node_48,node_63,ancestor,0.76,0.8027713905570564,0.8260869565217391,2,4,0.0962756
node_48,9606.P0C646,extant,0.13043478260869565,0.4300802674009564,0.13043478260869565,0,20,0.461565
node_49,node_64,ancestor,0.0,0.2283450386673744,0.0,0,6,0.252645
node_49,node_65,ancestor,0.6666666666666666,0.861563847138404,1.0,3,0,0.0576004
node_50,node_66,ancestor,0.8181818181818182,0.8767087746032161,0.9574468085106383,8,2,0.0330924
node_50,9606.Q8NH53,extant,0.08333333333333333,0.24876089343416577,0.0851063829787234,1,43,0.207095
node_51,9606.Q9UKL2,extant,0.21212121212121213,0.5313786967303316,0.21875,1,25,0.243565
node_51,9606.A6NMU1,extant,0.18604651162790697,0.4267654117447762,0.25,11,24,0.62722
node_52,9606.O95007,extant,0.25,0.5669711298358379,0.25,0,6,0.546766
node_52,node_67,ancestor,0.625,0.8773648526271877,0.625,0,3,0.0886826
node_53,9606.Q8NGX9,extant,0.22413793103448276,0.5416168185409928,1.0,45,0,0.519187
node_53,9606.Q8NGX8,extant,0.5714285714285714,0.7126078768561949,0.6153846153846154,1,5,0.475221
node_54,node_68,ancestor,0.0625,0.11736643488206235,0.0625,0,15,0.72766
node_54,node_69,ancestor,0.5294117647058824,0.6552799561144459,0.5625,1,7,0.118691
node_55,node_70,ancestor,0.4895833333333333,0.8007559935520859,0.5280898876404494,7,42,0.113208
node_55,9606.Q8NGC1,extant,0.02247191011235955,0.1736105686618481,0.02247191011235955,0,87,0.411096
node_56,node_71,ancestor,0.5,0.6264775542929262,0.5,0,1,0.0642814
node_56,node_72,ancestor,1.0,0.8028988532155057,1.0,0,0,0.0733796
node_57,node_73,ancestor,1.0,0.8166587939163422,1.0,0,0,0.0446477
node_57,node_74,ancestor,1.0,0.6148823985490999,1.0,0,0,0.574007
node_58,node_75,ancestor,0.5,0.5148875505583422,0.75,4,2,0.670853
node_58,node_76,ancestor,0.5555555555555556,0.5933059825407706,0.625,1,3,0.427396
node_59,node_77,ancestor,0.7352941176470589,0.8296385158303605,0.9259259259259259,7,2,0.172
node_59,node_78,ancestor,0.7419354838709677,0.8577265429686053,0.8518518518518519,4,4,0.0412931
node_60,9606.Q8TCB6,extant,0.1958762886597938,0.33360424490629476,0.9047619047619048,76,2,0.432533
node_60,9606.Q8NGF3,extant,0.0,0.44712446217153856,0.0,1,21,0.609756
node_61,node_79,ancestor,1.0,0.7394437970194684,1.0,0,0,0.0383379
node_61,node_80,ancestor,1.0,0.4729586017238856,1.0,0,0,0.177488
node_62,node_81,ancestor,0.5,0.6242149946018779,0.5,0,1,0.0287696
node_62,node_82,ancestor,0.5,0.7629684933300805,0.5,0,1,0.0732923
node_63,node_83,ancestor,0.6363636363636364,0.8214981363695117,1.0,12,0,0.0585725
node_63,9606.Q8NGF0,extant,0.0,0.11729064498712827,0.0,1,21,0.602609
node_65,node_84,ancestor,0.4,0.4475302673268529,0.4444444444444444,1,5,0.02742
node_65,9606.Q8NH55,extant,0.058394160583941604,0.2649209167137342,0.8888888888888888,128,1,0.391011
node_66,9606.Q8NGI0,extant,0.4444444444444444,0.659576430998128,0.4528301886792453,1,29,0.20731
node_66,9606.Q8NH56,extant,0.21243523316062177,0.466704262739858,0.7735849056603774,140,12,0.329669
node_67,node_85,ancestor,0.2,0.18308827236589928,0.2,0,4,0.551759
node_67,9606.O95222,extant,0.4444444444444444,0.3086923666832759,0.8,4,1,0.495335
node_68,node_86,ancestor,1.0,0.8420041620149682,1.0,0,0,0.102776
node_68,node_87,ancestor,1.0,0.7374784825979135,1.0,0,0,0.179254
node_69,node_88,ancestor,0.5555555555555556,0.7342015216796915,1.0,8,0,0.0742277
node_69,node_89,ancestor,0.8181818181818182,0.8657380163267359,0.9,1,1,0.103773
node_70,node_90,ancestor,0.5512820512820513,0.8475285566324033,0.7962962962962963,24,11,0.1841
node_70,node_91,ancestor,0.375,0.5324246244654726,0.3888888888888889,2,33,0.116429
node_71,node_92,ancestor,1.0,0.8638806803080241,1.0,0,0,0.0666831
node_71,node_93,ancestor,0.5,0.7594643212674437,1.0,1,0,0.0772258
node_72,9606.Q9UGF6,extant,0.3333333333333333,0.24833555368257232,1.0,4,0,0.739136
node_72,node_94,ancestor,1.0,0.8268140682845904,1.0,0,0,0.0638445
node_73,node_95,ancestor,0.4,0.42448567608957494,1.0,3,0,0.184236
node_73,node_96,ancestor,0.6666666666666666,0.6862727952904057,1.0,1,0,0.456613
node_74,node_97,ancestor,1.0,0.8306299406225037,1.0,0,0,0.0871755
node_74,node_98,ancestor,1.0,0.5936166629077902,1.0,0,0,0.126398
node_75,9606.P47883,extant,0.5714285714285714,0.6078761499559465,0.8,4,2,0.449196
node_75,node_99,ancestor,0.391304347826087,0.7133976977247808,0.9,13,1,0.137091
node_76,9606.Q8NGR1,extant,0.16666666666666666,0.2445382923898585,0.16666666666666666,0,5,0.710881
node_76,9606.Q8NGZ3,extant,0.5,0.600311309558597,0.5,0,3,0.596644
node_77,9606.Q8NGR3,extant,0.125,0.13226290624223241,0.125,0,28,0.577426
node_77,node_100,ancestor,0.5151515151515151,0.7188143025493211,0.53125,1,15,0.109557
node_78,node_101,ancestor,0.6875,0.8388904557361814,0.8148148148148148,5,5,0.075188
node_78,node_102,ancestor,0.6216216216216216,0.8004348146786182,0.8518518518518519,10,4,0.0822882
node_79,node_103,ancestor,0.5,0.5947443591914753,0.5,0,1,0.155341
node_79,node_104,ancestor,1.0,0.6380222910016785,1.0,0,0,0.100237
node_80,node_105,ancestor,0.2222222222222222,0.7864053435457667,1.0,7,0,0.127231
node_80,9606.Q9H342,extant,0.0,0.2389468706557583,0.0,12,2,1.38222
node_81,node_106,ancestor,1.0,0.7837831693490632,1.0,0,0,0.061332
node_81,node_107,ancestor,1.0,0.8114068575760707,1.0,0,0,0.0788231
node_82,9606.Q8NGK0,extant,0.0,0.345238417124734,0.0,0,1,0.389068
node_82,9606.Q8NGK1,extant,0.0,0.4436054832396157,0.0,3,1,0.478663
node_83,9606.Q8NGK2,extant,0.029411764705882353,0.11607468903671088,0.030303030303030304,1,32,0.696386
node_83,node_108,ancestor,0.7560975609756098,0.8491891319455566,0.9393939393939394,8,2,0.0706557
node_84,9606.Q8NGH9,extant,0.15384615384615385,0.3334589889768927,0.8,21,1,0.287244
node_84,node_109,ancestor,0.3333333333333333,0.4548664310362672,0.4,1,3,0.0934811
node_85,9606.Q6IFH4,extant,1.0,0.7278565937139578,1.0,0,0,0.0506327
node_85,9606.Q8NGW1,extant,1.0,0.6155663317476626,1.0,0,0,0.0339301
node_86,node_110,ancestor,1.0,0.9152800165407752,1.0,0,0,0.0359086
node_86,node_111,ancestor,1.0,0.8595612305403326,1.0,0,0,0.0423623
node_87,9606.Q8NGE1,extant,1.0,0.6699317102447021,1.0,0,0,0.104371
node_87,9606.Q8NGE2,extant,1.0,0.6499926603815741,1.0,0,0,0.221389
node_88,9606.Q8NGC5,extant,0.2833333333333333,0.3816498497385125,0.9444444444444444,42,1,0.59512
node_88,9606.Q8NGN1,extant,0.4444444444444444,0.7088726778150701,0.4444444444444444,0,10,0.704334
node_89,9606.Q8NH40,extant,0.8181818181818182,0.7036135087317816,0.9,1,1,0.704046
node_89,node_112,ancestor,0.8,0.5067882799313378,0.8,0,2,0.166049
node_90,9606.Q8NGC8,extant,0.49295774647887325,0.7672911799608859,0.5223880597014925,4,32,0.340659
node_90,9606.Q8NGC9,extant,0.029850746268656716,0.1725805072885478,0.029850746268656716,0,65,0.276949
node_91,node_113,ancestor,0.3548387096774194,0.4789613763563916,0.9565217391304348,39,1,0.466167
node_91,9606.Q8NGC7,extant,0.043478260869565216,0.17086163854895492,0.043478260869565216,0,22,0.347393
node_92,node_114,ancestor,1.0,0.8621019246532722,1.0,0,0,0.0272247
node_92,node_115,ancestor,0.16666666666666666,0.22299509052118058,1.0,5,0,0.416914
node_93,node_116,ancestor,0.6666666666666666,0.7396563701328425,1.0,1,0,0.0826514
node_93,node_117,ancestor,0.5,0.6939150406665743,0.5,0,1,0.111073
node_94,node_118,ancestor,1.0,0.7030763149531691,1.0,0,0,0.0679383
node_94,node_119,ancestor,1.0,0.48243568373490875,1.0,0,0,0.698168
node_95,node_120,ancestor,0.21739130434782608,0.35020542914093244,1.0,18,0,0.326548
node_95,node_121,ancestor,0.6666666666666666,0.7573390924803598,0.8,1,1,0.0724502
node_96,9606.A0A2R8YED5,extant,0.75,0.43140251508837246,1.0,1,0,0.633645
node_96,9606.Q8NH09,extant,0.3333333333333333,0.33386014326117086,0.3333333333333333,0,2,0.721475
node_97,9606.A6ND48,extant,0.5,0.3507544083276391,0.5,0,1,0.657552
node_97,9606.Q8NHC7,extant,0.5,0.6097466134467584,0.5,0,1,0.738586
node_98,node_122,ancestor,0.5,0.885922792038374,1.0,2,0,0.0747326
node_98,9606.Q9UGF5,extant,0.11764705882352941,0.27764255864460724,1.0,15,0,0.646996
node_99,9606.P47888,extant,0.45454545454545453,0.7271933786262792,0.45454545454545453,0,12,0.0190082
node_99,node_123,ancestor,0.42857142857142855,0.7288129718023654,0.6818181818181818,13,7,0.0762136
node_100,9606.Q8NGR6,extant,0.3333333333333333,0.3456533753408976,0.3333333333333333,0,12,1.04682
node_100,9606.A0A286YEU6,extant,0.3333333333333333,0.33075883982417487,0.3333333333333333,0,12,1.11548
node_101,node_124,ancestor,0.2962962962962963,0.3192815347244926,0.2962962962962963,0,19,0.228331
node_101,9606.Q15612,extant,0.037037037037037035,0.062340117000619484,0.037037037037037035,0,26,0.823952
node_102,node_125,ancestor,0.07,0.303194716734496,0.6363636363636364,267,12,0.691187
node_102,node_126,ancestor,0.7894736842105263,0.8941935727104178,0.9090909090909091,5,3,0.0446887
node_103,node_127,ancestor,1.0,0.7675855038901316,1.0,0,0,0.0524881
node_103,9606.Q8NGJ9,extant,0.0,0.17691190735846535,0.0,15,1,0.784854
node_104,node_128,ancestor,0.09523809523809523,0.659200455266393,1.0,19,0,0.154548
node_104,9606.Q9H341,extant,0.0,0.31352177820030597,0.0,10,2,0.730593
node_105,9606.Q9H343,extant,0.04424778761061947,0.27629544548347096,0.5555555555555556,104,4,0.547557
node_105,9606.Q9H344,extant,0.25,0.8002069040731125,0.7777777777777778,19,2,0.354617
node_106,node_129,ancestor,0.5,0.5490020810179836,1.0,1,0,0.106154
node_106,9606.Q8NH59,extant,0.0,0.3647592580020628,0.0,1,1,0.699146
node_107,node_130,ancestor,0.0,0.605099579526889,0.0,0,1,0.349243
node_107,9606.Q8NGJ8,extant,0.0,0.08742777881393535,0.0,39,1,1.25984
node_108,9606.Q8NGJ2,extant,0.3888888888888889,0.5999578933797763,0.717948717948718,33,11,0.567109
node_108,9606.Q96RD2,extant,0.4146341463414634,0.6468575205822746,0.4358974358974359,2,22,0.352107
node_109,9606.Q8NGJ3,extant,0.3333333333333333,0.32789030732016483,0.3333333333333333,0,2,0.264704
node_109,9606.Q8NGJ4,extant,0.2222222222222222,0.2180081413645117,0.6666666666666666,6,1,0.285073
node_110,node_131,ancestor,1.0,0.9477746346177612,1.0,0,0,0.0204714
node_110,node_132,ancestor,1.0,0.859389668205378,1.0,0,0,0.112488
node_111,9606.A6NL08,extant,1.0,0.7985547808260589,1.0,0,0,0.167775
node_111,node_133,ancestor,1.0,0.7681467956723042,1.0,0,0,0.111701
node_112,9606.Q8N148,extant,0.375,0.3287418285555047,0.75,8,2,0.829387
node_112,node_134,ancestor,0.08823529411764706,0.13707176083274303,0.75,60,2,0.655024
node_113,node_135,ancestor,0.7530864197530864,0.9109375639829451,1.0,20,0,0.00758077
node_113,9606.Q8NH07,extant,0.11475409836065574,0.30380925349462967,0.11475409836065574,0,54,0.00724106
node_114,node_136,ancestor,0.5,0.534709462826279,1.0,1,0,0.073998
node_114,node_137,ancestor,0.3333333333333333,0.6795512274001928,1.0,2,0,0.0597949
node_115,node_138,ancestor,0.8571428571428571,0.9055600941455774,1.0,1,0,0.0122149
node_115,node_139,ancestor,0.5714285714285714,0.8086135028549666,0.6666666666666666,1,2,0.231262
node_116,node_140,ancestor,0.75,0.7198386515443643,1.0,1,0,0.128701
node_116,node_141,ancestor,1.0,0.637780390185468,1.0,0,0,0.144486
node_117,node_142,ancestor,0.3333333333333333,0.701004001574349,1.0,2,0,0.0679478
node_117,9606.Q8NH19,extant,0.5,0.190210307328485,1.0,1,0,0.908223
node_118,node_143,ancestor,0.5,0.7149791963736978,0.5,0,1,0.318019
node_118,node_144,ancestor,0.10526315789473684,0.21923248764960368,1.0,17,0,0.245724
node_119,node_145,ancestor,0.3333333333333333,0.6431085898144662,1.0,4,0,0.208687
node_119,9606.Q9UGF7,extant,0.5,0.208081265461129,0.5,0,1,0.376362
node_120,9606.Q8NGI8,extant,0.04854368932038835,0.44480101892518303,0.21739130434782608,80,18,0.661726
node_120,node_146,ancestor,0.782608695652174,0.9160938052921139,0.782608695652174,0,5,0.0692035
node_121,node_147,ancestor,0.7142857142857143,0.8028328825331851,1.0,2,0,0.0430041
node_121,9606.P0C626,extant,0.4,0.5050942942443037,0.4,0,3,0.663739
node_122,node_148,ancestor,0.5,0.8421657102092801,0.5,0,2,0.0591244
node_122,9606.Q8NHC6,extant,0.5,0.3394806202971711,0.5,0,2,0.697366
node_123,9606.P47893,extant,0.6896551724137931,0.8194978810288093,0.7142857142857143,1,8,0.0395944
node_123,9606.P47881,extant,0.5384615384615384,0.7954392255755333,1.0,24,0,0.25179
node_124,node_149,ancestor,0.375,0.5207625954498862,0.375,0,5,0.285292
node_124,node_150,ancestor,0.4444444444444444,0.6769385850927329,0.5,1,4,0.140028
node_125,9606.Q9Y585,extant,0.521594684385382,0.7771990498955645,0.5451388888888888,13,131,0.199831
node_125,9606.Q9P1Q5,extant,0.8858024691358025,0.9588293810027261,0.9965277777777778,36,1,0.0501584
node_126,node_151,ancestor,0.37142857142857144,0.6381169468685156,0.37142857142857144,0,22,0.0890185
node_126,node_152,ancestor,0.5740740740740741,0.7354925360367328,0.8857142857142857,19,4,0.0757589
node_127,node_153,ancestor,0.0,0.17054789502122455,0.0,0,1,0.150254
node_127,9606.A0A3B3IT45,extant,0.0,0.48867178302467507,0.0,2,1,0.462626
node_128,node_154,ancestor,0.40476190476190477,0.6330292543569146,0.8095238095238095,21,4,0.446112
node_128,9606.Q9H2C8,extant,0.0,0.4037300465410701,0.0,4,21,0.559591
node_129,9606.Q8NGJ5,extant,0.0,0.23052201302671146,0.0,31,2,0.461563
node_129,9606.Q8NH63,extant,0.0,0.26916194177480585,0.0,1,2,0.631168
node_130,node_155,ancestor,0.0,0.27268571975024153,,7,0,0.240007
node_131,9606.A6NCV1,extant,1.0,0.7894939926561315,1.0,0,0,0.247185
node_131,node_156,ancestor,1.0,0.9308041223115171,1.0,0,0,0.0352581
node_132,9606.A6NF89,extant,1.0,0.70986182590537,1.0,0,0,0.247187
node_132,9606.A6NIJ9,extant,1.0,0.802902171619433,1.0,0,0,0.223624
node_133,9606.Q96RD1,extant,1.0,0.8772542425698343,1.0,0,0,0.240959
node_133,9606.Q9NZP0,extant,1.0,0.8408350644876378,1.0,0,0,0.188954
node_134,9606.Q8NGT5,extant,0.014925373134328358,0.21394575746867953,0.015151515151515152,1,65,0.145509
node_134,node_157,ancestor,0.6666666666666666,0.8827776104462348,0.8787878787878788,21,8,0.024207
node_135,9606.B2RN74,extant,0.6470588235294118,0.8288314532359917,0.6790123456790124,4,26,0.0110161
node_135,9606.Q8NG94,extant,0.35802469135802467,0.5456955091267017,0.35802469135802467,0,52,0.00368781
node_136,node_158,ancestor,1.0,0.8456297968597005,1.0,0,0,0.0161585
node_136,node_159,ancestor,0.2857142857142857,0.3976364533474684,1.0,5,0,0.407073
node_137,node_160,ancestor,0.2727272727272727,0.280946450014207,1.0,8,0,0.6953
node_137,node_161,ancestor,1.0,0.810680140937312,1.0,0,0,0.0491704
node_138,node_162,ancestor,0.8571428571428571,0.9056991246510229,0.8571428571428571,0,1,0.023599
node_138,9606.Q8NHA4,extant,0.5833333333333334,0.748763351711986,1.0,5,0,0.699274
node_139,9606.Q8NG97,extant,0.5555555555555556,0.6836063986808326,1.0,4,0,0.638735
node_139,node_163,ancestor,0.4,0.6715850703212772,0.4,0,3,0.623081
node_140,node_164,ancestor,1.0,0.8495894736319696,1.0,0,0,0.0387009
node_140,node_165,ancestor,1.0,0.7641288173884513,1.0,0,0,0.0774203
node_141,node_166,ancestor,0.5,0.5478347587924051,1.0,3,0,0.152619
node_141,9606.Q8NH08,extant,0.2727272727272727,0.3892228386877905,1.0,8,0,1.31803
node_142,node_167,ancestor,0.75,0.7078190751118082,1.0,1,0,0.167541
node_142,node_168,ancestor,0.5,0.6912674763831687,0.6666666666666666,1,1,0.114346
node_143,node_169,ancestor,1.0,0.7364133865879947,1.0,0,0,0.0510107
node_143,node_170,ancestor,0.25,0.5236709905585463,1.0,3,0,0.229741
node_144,node_171,ancestor,0.7083333333333334,0.7575824734076867,0.8947368421052632,5,2,0.142587
node_144,node_172,ancestor,0.5238095238095238,0.7027930559799087,0.5789473684210527,2,8,0.54153
node_145,9606.P58182,extant,0.3333333333333333,0.6697495249630957,0.3333333333333333,0,4,0.0979641
node_145,9606.P0DN82,extant,0.3333333333333333,0.8257826972245667,0.3333333333333333,0,4,0.0582715
node_146,9606.Q8NGI9,extant,0.05964912280701754,0.4161736330273551,0.9444444444444444,267,1,0.376627
node_146,9606.Q8NGJ0,extant,0.16666666666666666,0.5872432104083535,0.16666666666666666,0,15,0.349081
node_147,node_173,ancestor,0.7777777777777778,0.6394663530174627,1.0,2,0,0.052746
node_147,node_174,ancestor,0.5,0.6033921486700276,0.5714285714285714,1,3,0.306495
node_148,node_175,ancestor,1.0,0.7438531328055321,1.0,0,0,0.0902072
node_148,9606.Q8NHC5,extant,0.5,0.17125078671797825,0.5,0,1,0.501921
node_149,9606.Q8NGR2,extant,0.3333333333333333,0.4405647653410742,0.3333333333333333,0,2,0.0359517
node_149,9606.Q8NGR5,extant,0.5,0.5865209205584788,0.6666666666666666,1,1,0.0461072
node_150,node_176,ancestor,0.8,0.7121548709814146,0.8,0,1,0.0820393
node_150,9606.Q8NGR8,extant,0.4,0.42147348083513325,0.4,0,3,0.390636
node_151,node_177,ancestor,0.8461538461538461,0.7910593712676962,0.8461538461538461,0,2,0.0275366
node_151,node_178,ancestor,0.46153846153846156,0.731334636022038,0.46153846153846156,0,7,0.176268
node_152,9606.Q15619,extant,0.5833333333333334,0.7710136640576993,0.7,10,15,0.630041
node_152,node_179,ancestor,0.1568627450980392,0.30314431625602534,0.16,1,42,0.237232
node_153,9606.A6NGY5,extant,0.0,0.6024036490854188,,1,0,0.437124
node_153,9606.Q8NH61,extant,0.0,0.5352385522377016,,1,0,0.360402
node_154,9606.Q9H339,extant,0.21428571428571427,0.41572509536161983,0.23684210526315788,4,29,0.204306
